ID,GRAMS,MEAL,NAME,PROTEIN_A,PROTEIN_V,FATS_A,FATS_V,CARBOHYDRATES_F,CARBOHYDRATES_S
1,1000,2,рис вареный,123.75,0,13.089999999999998,0,0,4.455000000000001
